Series Name;Series Code;Country Name;Country Code;1990 [YR1990];2000 [YR2000];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017]
Multilateral debt service (TDS, current US$);DT.TDS.MLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Natural gas rents (% of GDP);NY.GDP.NGAS.RT.ZS;United States;USA;0,248035406;0,547052004;0,66169338;0,107773503;0,024022134;0;0;0;0,100581477;0;0;..
Net acquisition of financial assets (% of GDP);GC.AST.TOTL.GD.ZS;United States;USA;0,017726971;0,044240134;3,479737382;0,869972055;1,592936877;-1,164762611;0,704043359;1,303985731;0,996332888;1,293536226;1,133239997;..
Net acquisition of financial assets (current LCU);GC.AST.TOTL.CN;United States;USA;1060000000;4550000000;5,12168E+11;1,25439E+11;2,38373E+11;-1,80747E+11;1,1374E+11;2,17655E+11;1,73637E+11;2,34398E+11;2,1106E+11;..
Net barter terms of trade index (2000 = 100);TT.PRI.MRCH.XD.WD;United States;USA;102,7027027;100;91,81228916;98,95366076;97,10833424;94,74950163;94,68727014;95,37239643;95,71643533;96,96738446;100,1588208;..
Net bilateral aid flows from DAC donors, Australia (current US$);DC.DAC.AUSL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Austria (current US$);DC.DAC.AUTL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Belgium (current US$);DC.DAC.BELL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Canada (current US$);DC.DAC.CANL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Czech Republic (current US$);DC.DAC.CZEL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Denmark (current US$);DC.DAC.DNKL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, European Union institutions (current US$);DC.DAC.CECL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Finland (current US$);DC.DAC.FINL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, France (current US$);DC.DAC.FRAL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Germany (current US$);DC.DAC.DEUL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Greece (current US$);DC.DAC.GRCL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Iceland (current US$);DC.DAC.ISLL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Ireland (current US$);DC.DAC.IRLL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Italy (current US$);DC.DAC.ITAL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Japan (current US$);DC.DAC.JPNL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Korea, Rep. (current US$);DC.DAC.KORL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Luxembourg (current US$);DC.DAC.LUXL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Netherlands (current US$);DC.DAC.NLDL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, New Zealand (current US$);DC.DAC.NZLL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Norway (current US$);DC.DAC.NORL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Poland (current US$);DC.DAC.POLL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Portugal (current US$);DC.DAC.PRTL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Slovak Republic (current US$);DC.DAC.SVKL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Slovenia (current US$);DC.DAC.SVNL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Spain (current US$);DC.DAC.ESPL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Sweden (current US$);DC.DAC.SWEL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Switzerland (current US$);DC.DAC.CHEL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, Total (current US$);DC.DAC.TOTL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, United Kingdom (current US$);DC.DAC.GBRL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net bilateral aid flows from DAC donors, United States (current US$);DC.DAC.USAL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net capital account (BoP, current US$);BN.TRF.KOGT.CD;United States;USA;-7220200000;-2000000;6011000000;-141000000;-158000000;-1186000000;6904000000;-413000000;-46000000;-43000000;-59000000;..
Net change in interest arrears (current US$);DT.IXA.DPPG.CD.CG;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net current transfers from abroad (constant LCU);NY.TRF.NCTR.KN;United States;USA;-78028576295;1,47831E+11;68504221173;68992877013;1,47969E+11;2,80344E+11;2,36454E+11;2,22226E+11;..;..;..;..
Net current transfers from abroad (current LCU);NY.TRF.NCTR.CN;United States;USA;-31734000000;-64935000000;-1,40578E+11;-1,37513E+11;-1,39241E+11;-1,4816E+11;-1,40074E+11;-1,38352E+11;-1,09053E+11;-1,3107E+11;-1,3676E+11;..
Net current transfers from abroad (current US$);NY.TRF.NCTR.CD;United States;USA;-31734000000;-64935000000;-1,40578E+11;-1,37513E+11;-1,39241E+11;-1,4816E+11;-1,40074E+11;-1,38352E+11;-1,09053E+11;-1,3107E+11;-1,3676E+11;..
Net domestic credit (current LCU);FM.AST.DOMS.CN;United States;USA;4,7252E+12;8,40392E+12;1,49954E+13;1,50099E+13;1,48478E+13;1,57702E+13;1,62565E+13;1,76679E+13;1,86909E+13;1,92632E+13;2,02442E+13;..
Net errors and omissions (BoP, current US$);BN.KAC.EOMS.CD;United States;USA;28113200000;-74932000000;-71694000000;1,33279E+11;-15555000000;-79857000000;-29560000000;-54018000000;47005000000;1,0149E+11;74068000000;..
Net financial account (BoP, current US$);BN.FIN.TOTL.CD;United States;USA;-58059000000;-4,78394E+11;-7,47074E+11;-2,39384E+11;-4,46415E+11;-5,25636E+11;-4,48853E+11;-4,03975E+11;-3,26837E+11;-3,33156E+11;-3,77683E+11;..
Net financial flows, bilateral (NFL, current US$);DT.NFL.BLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net financial flows, IBRD (NFL, current US$);DT.NFL.MIBR.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net financial flows, IDA (NFL, current US$);DT.NFL.MIDA.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net financial flows, IMF concessional (NFL, current US$);DT.NFL.IMFC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net financial flows, IMF nonconcessional (NFL, current US$);DT.NFL.IMFN.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net financial flows, multilateral (NFL, current US$);DT.NFL.MLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net financial flows, others (NFL, current US$);DT.NFL.MOTH.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net financial flows, RDB concessional (NFL, current US$);DT.NFL.RDBC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net financial flows, RDB nonconcessional (NFL, current US$);DT.NFL.RDBN.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net flows on external debt, long-term (NFL, current US$);DT.NFL.DLXF.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$);DT.NFL.DPNG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$);DT.NFL.DPPG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net flows on external debt, short-term (NFL, current US$);DT.NFL.DSTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net flows on external debt, total (NFL, current US$);DT.NFL.DECT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net foreign assets (current LCU);FM.AST.NFRG.CN;United States;USA;72728253546;1,88609E+11;-2,85704E+11;1,5878E+11;2,52515E+11;23381902333;92469031369;-3,50947E+11;-5,77446E+11;-5,97397E+11;-5,63258E+11;..
Net income from abroad (constant LCU);NY.GSR.NFCY.KN;United States;USA;50793300000;42114600000;1,5751E+11;1,32125E+11;2,05969E+11;2,40846E+11;2,27973E+11;2,31146E+11;2,18252E+11;1,89509E+11;1,80807E+11;..
Net income from abroad (current LCU);NY.GSR.NFCY.CN;United States;USA;34692000000;37007000000;1,72011E+11;1,51048E+11;2,05969E+11;2,46639E+11;2,37574E+11;2,4426E+11;2,34529E+11;2,0452E+11;1,97082E+11;..
Net income from abroad (current US$);NY.GSR.NFCY.CD;United States;USA;34692000000;37007000000;1,72011E+11;1,51048E+11;2,05969E+11;2,46639E+11;2,37574E+11;2,4426E+11;2,34529E+11;2,0452E+11;1,97082E+11;..
Net incurrence of liabilities, total (% of GDP);GC.LBL.TOTL.GD.ZS;United States;USA;3,674165566;-2,182059527;9,294088248;10,66938655;11,33798331;7,742903272;7,729317798;5,270233976;4,419969486;4,250113986;4,786900033;..
Net incurrence of liabilities, total (current LCU);GC.LBL.TOTL.CN;United States;USA;2,197E+11;-2,2442E+11;1,36796E+12;1,53839E+12;1,69666E+12;1,20154E+12;1,24869E+12;8,79682E+11;7,70295E+11;7,70151E+11;8,91535E+11;..
Net investment in nonfinancial assets (% of GDP);GC.NFN.TOTL.GD.ZS;United States;USA;0,312563288;0,414690486;1,683158065;1,860689759;1,941137256;1,834181965;1,693473733;1,538841556;1,440564796;1,234504336;1,334636278;..
Net investment in nonfinancial assets (current LCU);GC.NFN.TOTL.CN;United States;USA;18690000000;42650000000;2,47737E+11;2,68288E+11;2,90479E+11;2,84627E+11;2,73585E+11;2,56856E+11;2,51056E+11;2,23701E+11;2,48569E+11;..
Net lending (+) / net borrowing (-) (% of GDP);GC.NLD.TOTL.GD.ZS;United States;USA;-3,656438595;2,226299661;-5,303792172;-10,23457738;-10,08191323;-9,003065229;-7,387125737;-4,193603254;-3,779164428;-3,310884991;-3,962484849;..
Net lending (+) / net borrowing (-) (current LCU);GC.NLD.TOTL.CN;United States;USA;-2,1864E+11;2,2897E+11;-7,80643E+11;-1,4757E+12;-1,5087E+12;-1,39709E+12;-1,19341E+12;-6,99976E+11;-6,58618E+11;-5,99956E+11;-7,37992E+11;..
Net migration;SM.POP.NETM;United States;USA;..;..;..;..;..;..;4500000;..;..;..;..;..
Net ODA received (% of central government expense);DT.ODA.ODAT.XP.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net ODA received (% of GNI);DT.ODA.ODAT.GN.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net ODA received (% of gross capital formation);DT.ODA.ODAT.GI.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net ODA received (% of imports of goods, services and primary income);DT.ODA.ODAT.MP.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net ODA received per capita (current US$);DT.ODA.ODAT.PC.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official aid received (constant 2015 US$);DT.ODA.OATL.KD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official aid received (current US$);DT.ODA.OATL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official development assistance and official aid received (constant 2015 US$);DT.ODA.ALLD.KD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official development assistance and official aid received (current US$);DT.ODA.ALLD.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official development assistance received (constant 2015 US$);DT.ODA.ODAT.KD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official development assistance received (current US$);DT.ODA.ODAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, FAO (current US$);DT.NFL.FAOG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, IAEA (current US$);DT.NFL.IAEA.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, IFAD (current US$);DT.NFL.IFAD.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, ILO (current US$);DT.NFL.ILOG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, UNAIDS (current US$);DT.NFL.UNAI.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, UNDP (current US$);DT.NFL.UNDP.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, UNECE (current US$);DT.NFL.UNEC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, UNFPA (current US$);DT.NFL.UNFP.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, UNHCR (current US$);DT.NFL.UNCR.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, UNICEF (current US$);DT.NFL.UNCF.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, UNPBF (current US$);DT.NFL.UNPB.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, UNRWA (current US$);DT.NFL.UNRW.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, UNTA (current US$);DT.NFL.UNTA.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, WFP (current US$);DT.NFL.WFPG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net official flows from UN agencies, WHO (current US$);DT.NFL.WHOL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net primary income (BoP, current US$);BN.GSR.FCTY.CD;United States;USA;28560000000;18065000000;1,29649E+11;1,15163E+11;1,68218E+11;2,11083E+11;2,07474E+11;2,05975E+11;2,10778E+11;1,8096E+11;1,73219E+11;..
Net secondary income (BoP, current US$);BN.TRF.CURR.CD;United States;USA;-26660000000;-49003000000;-1,02312E+11;-1,03907E+11;-1,04261E+11;-1,07047E+11;-96898000000;-93644000000;-94240000000;-1,15117E+11;-1,20117E+11;..
Net taxes on products (constant LCU);NY.TAX.NIND.KN;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net taxes on products (current LCU);NY.TAX.NIND.CN;United States;USA;..;3,41196E+11;4,72563E+11;4,28265E+11;4,54768E+11;4,80594E+11;5,07278E+11;5,38405E+11;5,59958E+11;5,76174E+11;..;..
Net taxes on products (current US$);NY.TAX.NIND.CD;United States;USA;..;3,41196E+11;4,72563E+11;4,28265E+11;4,54768E+11;4,80594E+11;5,07278E+11;5,38405E+11;5,59958E+11;5,76174E+11;..;..
Net trade in goods (BoP, current US$);BN.GSR.MRCH.CD;United States;USA;-1,11042E+11;-4,46783E+11;-8,32492E+11;-5,09696E+11;-6,48678E+11;-7,40644E+11;-7,41172E+11;-7,02243E+11;-7,51493E+11;-7,61855E+11;-7,52505E+11;..
Net trade in goods and services (BoP, current US$);BN.GSR.GNFS.CD;United States;USA;-80852000000;-3,72522E+11;-7,08728E+11;-3,83778E+11;-4,94659E+11;-5,48629E+11;-5,36773E+11;-4,61875E+11;-4,90334E+11;-5,00446E+11;-5,04794E+11;..
Net transfers on external debt, long-term (NTR, current US$);DT.NTR.DLXF.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$);DT.NTR.DPNG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$);DT.NTR.DPPG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Net transfers on external debt, total (NTR, current US$);DT.NTR.DECT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
New business density (new registrations per 1,000 people ages 15-64);IC.BUS.NDNS.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
New businesses registered (number);IC.BUS.NREG;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Newborns protected against tetanus (%);SH.VAC.TTNS.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Nitrous oxide emissions (% change from 1990);EN.ATM.NOXE.ZG;United States;USA;..;-1,914076731;-8,873506525;-8,209324702;-8,368130482;-10,57952433;-12,94972396;..;..;..;..;..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.KT.CE;United States;USA;331851,9;325500;302405;304609,1;304082,1;296743,5475;288877,995;..;..;..;..;..
Nitrous oxide emissions in energy sector (% of total);EN.ATM.NOXE.EG.ZS;United States;USA;20,69155751;25,39825588;21,73214753;..;..;..;..;..;..;..;..;..
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.EG.KT.CE;United States;USA;68665,32674;82671,32288;65719,10075;..;..;..;..;..;..;..;..;..
"Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no)";SG.NOD.CONS;United States;USA;..;..;..;0;..;0;..;..;..;..;..;..
